session,run,direction,a,b,target,hits,trials,success_probability,top,top_count
idea 3+4 integer shadow RCA,idea34_integer4,forward,5,14,19,86,100,0.86,19,86
idea 3+4 integer shadow RCA,idea34_integer4,forward,5,15,20,89,100,0.89,20,89
idea 3+4 integer shadow RCA,idea34_integer4,forward,6,0,6,90,100,0.9,6,90
idea 3+4 integer shadow RCA,idea34_integer4,forward,6,1,7,87,100,0.87,7,87
idea 3+4 integer shadow RCA,idea34_integer4,forward,6,2,8,89,100,0.89,8,89
idea 3+4 integer shadow RCA,idea34_integer4,forward,6,3,9,86,100,0.86,9,86
idea 3+4 integer shadow RCA,idea34_integer4,forward,6,4,10,79,100,0.79,10,79
idea 3+4 integer shadow RCA,idea34_integer4,forward,6,5,11,80,100,0.8,11,80
idea 3+4 integer shadow RCA,idea34_integer4,forward,6,6,12,87,100,0.87,12,87
idea 3+4 integer shadow RCA,idea34_integer4,forward,6,7,13,83,100,0.83,13,83
idea 3+4 integer shadow RCA,idea34_integer4,forward,6,8,14,89,100,0.89,14,89
idea 3+4 integer shadow RCA,idea34_integer4,forward,6,9,15,91,100,0.91,15,91
idea 3+4 integer shadow RCA,idea34_integer4,forward,6,10,16,86,100,0.86,16,86
idea 3+4 integer shadow RCA,idea34_integer4,forward,6,11,17,82,100,0.82,17,82
idea 3+4 integer shadow RCA,idea34_integer4,forward,6,12,18,82,100,0.82,18,82
idea 3+4 integer shadow RCA,idea34_integer4,forward,6,13,19,88,100,0.88,19,88
idea 3+4 integer shadow RCA,idea34_integer4,forward,6,14,20,88,100,0.88,20,88
idea 3+4 integer shadow RCA,idea34_integer4,forward,6,15,21,88,100,0.88,21,88
idea 3+4 integer shadow RCA,idea34_integer4,forward,7,0,7,91,100,0.91,7,91
idea 3+4 integer shadow RCA,idea34_integer4,forward,7,1,8,83,100,0.83,8,83
idea 3+4 integer shadow RCA,idea34_integer4,forward,7,2,9,82,100,0.82,9,82
idea 3+4 integer shadow RCA,idea34_integer4,forward,7,3,10,87,100,0.87,10,87
idea 3+4 integer shadow RCA,idea34_integer4,forward,7,4,11,89,100,0.89,11,89
idea 3+4 integer shadow RCA,idea34_integer4,forward,7,5,12,87,100,0.87,12,87
idea 3+4 integer shadow RCA,idea34_integer4,forward,7,6,13,88,100,0.88,13,88
idea 3+4 integer shadow RCA,idea34_integer4,forward,7,7,14,87,100,0.87,14,87
idea 3+4 integer shadow RCA,idea34_integer4,forward,7,8,15,88,100,0.88,15,88
idea 3+4 integer shadow RCA,idea34_integer4,forward,7,9,16,92,100,0.92,16,92
idea 3+4 integer shadow RCA,idea34_integer4,forward,7,10,17,87,100,0.87,17,87
idea 3+4 integer shadow RCA,idea34_integer4,forward,7,11,18,85,100,0.85,18,85
idea 3+4 integer shadow RCA,idea34_integer4,forward,7,12,19,88,100,0.88,19,88
idea 3+4 integer shadow RCA,idea34_integer4,forward,7,13,20,90,100,0.9,20,90
idea 3+4 integer shadow RCA,idea34_integer4,forward,7,14,21,83,100,0.83,21,83
idea 3+4 integer shadow RCA,idea34_integer4,forward,7,15,22,90,100,0.9,22,90
idea 3+4 integer shadow RCA,idea34_integer4,forward,8,0,8,85,100,0.85,8,85
idea 3+4 integer shadow RCA,idea34_integer4,forward,8,1,9,84,100,0.84,9,84
idea 3+4 integer shadow RCA,idea34_integer4,forward,8,2,10,87,100,0.87,10,87
idea 3+4 integer shadow RCA,idea34_integer4,forward,8,3,11,86,100,0.86,11,86
idea 3+4 integer shadow RCA,idea34_integer4,forward,8,4,12,93,100,0.93,12,93
idea 3+4 integer shadow RCA,idea34_integer4,forward,8,5,13,84,100,0.84,13,84
idea 3+4 integer shadow RCA,idea34_integer4,forward,8,6,14,88,100,0.88,14,88
idea 3+4 integer shadow RCA,idea34_integer4,forward,8,7,15,81,100,0.81,15,81
idea 3+4 integer shadow RCA,idea34_integer4,forward,8,8,16,95,100,0.95,16,95
idea 3+4 integer shadow RCA,idea34_integer4,forward,8,9,17,91,100,0.91,17,91
idea 3+4 integer shadow RCA,idea34_integer4,forward,8,10,18,86,100,0.86,18,86
idea 3+4 integer shadow RCA,idea34_integer4,forward,8,11,19,85,100,0.85,19,85
idea 3+4 integer shadow RCA,idea34_integer4,forward,8,12,20,84,100,0.84,20,84
idea 3+4 integer shadow RCA,idea34_integer4,forward,8,13,21,91,100,0.91,21,91
idea 3+4 integer shadow RCA,idea34_integer4,forward,8,14,22,86,100,0.86,22,86
idea 3+4 integer shadow RCA,idea34_integer4,forward,8,15,23,78,100,0.78,23,78
idea 3+4 integer shadow RCA,idea34_integer4,forward,9,0,9,86,100,0.86,9,86
idea 3+4 integer shadow RCA,idea34_integer4,forward,9,1,10,89,100,0.89,10,89
idea 3+4 integer shadow RCA,idea34_integer4,forward,9,2,11,91,100,0.91,11,91
idea 3+4 integer shadow RCA,idea34_integer4,forward,9,3,12,78,100,0.78,12,78
idea 3+4 integer shadow RCA,idea34_integer4,forward,9,4,13,89,100,0.89,13,89
idea 3+4 integer shadow RCA,idea34_integer4,forward,9,5,14,85,100,0.85,14,85
idea 3+4 integer shadow RCA,idea34_integer4,forward,9,6,15,79,100,0.79,15,79
idea 3+4 integer shadow RCA,idea34_integer4,forward,9,7,16,83,100,0.83,16,83
idea 3+4 integer shadow RCA,idea34_integer4,forward,9,8,17,83,100,0.83,17,83
idea 3+4 integer shadow RCA,idea34_integer4,forward,9,9,18,80,100,0.8,18,80
idea 3+4 integer shadow RCA,idea34_integer4,forward,9,10,19,89,100,0.89,19,89
idea 3+4 integer shadow RCA,idea34_integer4,forward,9,11,20,79,100,0.79,20,79
idea 3+4 integer shadow RCA,idea34_integer4,forward,9,12,21,87,100,0.87,21,87
idea 3+4 integer shadow RCA,idea34_integer4,forward,9,13,22,81,100,0.81,22,81
idea 3+4 integer shadow RCA,idea34_integer4,forward,9,14,23,82,100,0.82,23,82
idea 3+4 integer shadow RCA,idea34_integer4,forward,9,15,24,87,100,0.87,24,87
idea 3+4 integer shadow RCA,idea34_integer4,forward,10,0,10,84,100,0.84,10,84
idea 3+4 integer shadow RCA,idea34_integer4,forward,10,1,11,85,100,0.85,11,85
idea 3+4 integer shadow RCA,idea34_integer4,forward,10,2,12,87,100,0.87,12,87
idea 3+4 integer shadow RCA,idea34_integer4,forward,10,3,13,85,100,0.85,13,85
idea 3+4 integer shadow RCA,idea34_integer4,forward,10,4,14,91,100,0.91,14,91
idea 3+4 integer shadow RCA,idea34_integer4,forward,10,5,15,85,100,0.85,15,85
idea 3+4 integer shadow RCA,idea34_integer4,forward,10,6,16,87,100,0.87,16,87
idea 3+4 integer shadow RCA,idea34_integer4,forward,10,7,17,82,100,0.82,17,82
idea 3+4 integer shadow RCA,idea34_integer4,forward,10,8,18,84,100,0.84,18,84
idea 3+4 integer shadow RCA,idea34_integer4,forward,10,9,19,82,100,0.82,19,82
idea 3+4 integer shadow RCA,idea34_integer4,forward,10,10,20,93,100,0.93,20,93
idea 3+4 integer shadow RCA,idea34_integer4,forward,10,11,21,87,100,0.87,21,87
idea 3+4 integer shadow RCA,idea34_integer4,forward,10,12,22,83,100,0.83,22,83
idea 3+4 integer shadow RCA,idea34_integer4,forward,10,13,23,82,100,0.82,23,82
idea 3+4 integer shadow RCA,idea34_integer4,forward,10,14,24,86,100,0.86,24,86
idea 3+4 integer shadow RCA,idea34_integer4,forward,10,15,25,76,100,0.76,25,76
idea 3+4 integer shadow RCA,idea34_integer4,forward,11,0,11,85,100,0.85,11,85
idea 3+4 integer shadow RCA,idea34_integer4,forward,11,1,12,84,100,0.84,12,84
idea 3+4 integer shadow RCA,idea34_integer4,forward,11,2,13,89,100,0.89,13,89
idea 3+4 integer shadow RCA,idea34_integer4,forward,11,3,14,83,100,0.83,14,83
idea 3+4 integer shadow RCA,idea34_integer4,forward,11,4,15,86,100,0.86,15,86
idea 3+4 integer shadow RCA,idea34_integer4,forward,11,5,16,86,100,0.86,16,86
idea 3+4 integer shadow RCA,idea34_integer4,forward,11,6,17,76,100,0.76,17,76
idea 3+4 integer shadow RCA,idea34_integer4,forward,11,7,18,86,100,0.86,18,86
idea 3+4 integer shadow RCA,idea34_integer4,forward,11,8,19,85,100,0.85,19,85
idea 3+4 integer shadow RCA,idea34_integer4,forward,11,9,20,83,100,0.83,20,83
idea 3+4 integer shadow RCA,idea34_integer4,forward,11,10,21,85,100,0.85,21,85
idea 3+4 integer shadow RCA,idea34_integer4,forward,11,11,22,85,100,0.85,22,85
idea 3+4 integer shadow RCA,idea34_integer4,forward,11,12,23,67,100,0.67,23,67
idea 3+4 integer shadow RCA,idea34_integer4,forward,11,13,24,89,100,0.89,24,89
idea 3+4 integer shadow RCA,idea34_integer4,forward,11,14,25,86,100,0.86,25,86
idea 3+4 integer shadow RCA,idea34_integer4,forward,11,15,26,92,100,0.92,26,92
idea 3+4 integer shadow RCA,idea34_integer4,forward,12,0,12,90,100,0.9,12,90
idea 3+4 integer shadow RCA,idea34_integer4,forward,12,1,13,91,100,0.91,13,91
idea 3+4 integer shadow RCA,idea34_integer4,forward,12,2,14,79,100,0.79,14,79
idea 3+4 integer shadow RCA,idea34_integer4,forward,12,3,15,83,100,0.83,15,83
idea 3+4 integer shadow RCA,idea34_integer4,forward,12,4,16,84,100,0.84,16,84
idea 3+4 integer shadow RCA,idea34_integer4,forward,12,5,17,87,100,0.87,17,87
idea 3+4 integer shadow RCA,idea34_integer4,forward,12,6,18,87,100,0.87,18,87
idea 3+4 integer shadow RCA,idea34_integer4,forward,12,7,19,81,100,0.81,19,81
idea 3+4 integer shadow RCA,idea34_integer4,forward,12,8,20,94,100,0.94,20,94
idea 3+4 integer shadow RCA,idea34_integer4,forward,12,9,21,91,100,0.91,21,91
idea 3+4 integer shadow RCA,idea34_integer4,forward,12,10,22,81,100,0.81,22,81
idea 3+4 integer shadow RCA,idea34_integer4,forward,12,11,23,86,100,0.86,23,86
idea 3+4 integer shadow RCA,idea34_integer4,forward,12,12,24,90,100,0.9,24,90
idea 3+4 integer shadow RCA,idea34_integer4,forward,12,13,25,95,100,0.95,25,95
idea 3+4 integer shadow RCA,idea34_integer4,forward,12,14,26,83,100,0.83,26,83
idea 3+4 integer shadow RCA,idea34_integer4,forward,12,15,27,87,100,0.87,27,87
idea 3+4 integer shadow RCA,idea34_integer4,forward,13,0,13,85,100,0.85,13,85
idea 3+4 integer shadow RCA,idea34_integer4,forward,13,1,14,85,100,0.85,14,85
idea 3+4 integer shadow RCA,idea34_integer4,forward,13,2,15,85,100,0.85,15,85
idea 3+4 integer shadow RCA,idea34_integer4,forward,13,3,16,85,100,0.85,16,85
idea 3+4 integer shadow RCA,idea34_integer4,forward,13,4,17,90,100,0.9,17,90
idea 3+4 integer shadow RCA,idea34_integer4,forward,13,5,18,86,100,0.86,18,86
idea 3+4 integer shadow RCA,idea34_integer4,forward,13,6,19,83,100,0.83,19,83
idea 3+4 integer shadow RCA,idea34_integer4,forward,13,7,20,88,100,0.88,20,88
idea 3+4 integer shadow RCA,idea34_integer4,forward,13,8,21,86,100,0.86,21,86
idea 3+4 integer shadow RCA,idea34_integer4,forward,13,9,22,85,100,0.85,22,85
idea 3+4 integer shadow RCA,idea34_integer4,forward,13,10,23,87,100,0.87,23,87
idea 3+4 integer shadow RCA,idea34_integer4,forward,13,11,24,84,100,0.84,24,84
idea 3+4 integer shadow RCA,idea34_integer4,forward,13,12,25,92,100,0.92,25,92
idea 3+4 integer shadow RCA,idea34_integer4,forward,13,13,26,88,100,0.88,26,88
idea 3+4 integer shadow RCA,idea34_integer4,forward,13,14,27,83,100,0.83,27,83
idea 3+4 integer shadow RCA,idea34_integer4,forward,13,15,28,85,100,0.85,28,85
idea 3+4 integer shadow RCA,idea34_integer4,forward,14,0,14,94,100,0.94,14,94
idea 3+4 integer shadow RCA,idea34_integer4,forward,14,1,15,83,100,0.83,15,83
idea 3+4 integer shadow RCA,idea34_integer4,forward,14,2,16,92,100,0.92,16,92
idea 3+4 integer shadow RCA,idea34_integer4,forward,14,3,17,85,100,0.85,17,85
idea 3+4 integer shadow RCA,idea34_integer4,forward,14,4,18,87,100,0.87,18,87
idea 3+4 integer shadow RCA,idea34_integer4,forward,14,5,19,82,100,0.82,19,82
idea 3+4 integer shadow RCA,idea34_integer4,forward,14,6,20,89,100,0.89,20,89
idea 3+4 integer shadow RCA,idea34_integer4,forward,14,7,21,92,100,0.92,21,92
idea 3+4 integer shadow RCA,idea34_integer4,forward,14,8,22,88,100,0.88,22,88
idea 3+4 integer shadow RCA,idea34_integer4,forward,14,9,23,84,100,0.84,23,84
idea 3+4 integer shadow RCA,idea34_integer4,forward,14,10,24,87,100,0.87,24,87
idea 3+4 integer shadow RCA,idea34_integer4,forward,14,11,25,93,100,0.93,25,93
idea 3+4 integer shadow RCA,idea34_integer4,forward,14,12,26,90,100,0.9,26,90
idea 3+4 integer shadow RCA,idea34_integer4,forward,14,13,27,91,100,0.91,27,91
idea 3+4 integer shadow RCA,idea34_integer4,forward,14,14,28,86,100,0.86,28,86
idea 3+4 integer shadow RCA,idea34_integer4,forward,14,15,29,85,100,0.85,29,85
idea 3+4 integer shadow RCA,idea34_integer4,forward,15,0,15,80,100,0.8,15,80
idea 3+4 integer shadow RCA,idea34_integer4,forward,15,1,16,85,100,0.85,16,85
idea 3+4 integer shadow RCA,idea34_integer4,forward,15,2,17,85,100,0.85,17,85
idea 3+4 integer shadow RCA,idea34_integer4,forward,15,3,18,84,100,0.84,18,84
idea 3+4 integer shadow RCA,idea34_integer4,forward,15,4,19,79,100,0.79,19,79
idea 3+4 integer shadow RCA,idea34_integer4,forward,15,5,20,85,100,0.85,20,85
idea 3+4 integer shadow RCA,idea34_integer4,forward,15,6,21,83,100,0.83,21,83
idea 3+4 integer shadow RCA,idea34_integer4,forward,15,7,22,87,100,0.87,22,87
idea 3+4 integer shadow RCA,idea34_integer4,forward,15,8,23,87,100,0.87,23,87
idea 3+4 integer shadow RCA,idea34_integer4,forward,15,9,24,86,100,0.86,24,86
idea 3+4 integer shadow RCA,idea34_integer4,forward,15,10,25,84,100,0.84,25,84
idea 3+4 integer shadow RCA,idea34_integer4,forward,15,11,26,90,100,0.9,26,90
idea 3+4 integer shadow RCA,idea34_integer4,forward,15,12,27,90,100,0.9,27,90
idea 3+4 integer shadow RCA,idea34_integer4,forward,15,13,28,93,100,0.93,28,93
idea 3+4 integer shadow RCA,idea34_integer4,forward,15,14,29,91,100,0.91,29,91
idea 3+4 integer shadow RCA,idea34_integer4,forward,15,15,30,90,100,0.9,30,90
idea 3+4 integer shadow RCA,idea34_integer4,inverse_bsum,0,0,0,87,100,0.87,0,87
idea 3+4 integer shadow RCA,idea34_integer4,inverse_bsum,0,1,1,89,100,0.89,0,89
idea 3+4 integer shadow RCA,idea34_integer4,inverse_bsum,0,2,2,88,100,0.88,0,88
idea 3+4 integer shadow RCA,idea34_integer4,inverse_bsum,0,3,3,83,100,0.83,0,83
idea 3+4 integer shadow RCA,idea34_integer4,inverse_bsum,0,4,4,93,100,0.93,0,93
idea 3+4 integer shadow RCA,idea34_integer4,inverse_bsum,0,5,5,86,100,0.86,0,86
idea 3+4 integer shadow RCA,idea34_integer4,inverse_bsum,0,6,6,89,100,0.89,0,89
idea 3+4 integer shadow RCA,idea34_integer4,inverse_bsum,0,7,7,97,100,0.97,0,97
idea 3+4 integer shadow RCA,idea34_integer4,inverse_bsum,0,8,8,87,100,0.87,0,87
idea 3+4 integer shadow RCA,idea34_integer4,inverse_bsum,0,9,9,92,100,0.92,0,92
idea 3+4 integer shadow RCA,idea34_integer4,inverse_bsum,0,10,10,89,100,0.89,0,89
idea 3+4 integer shadow RCA,idea34_integer4,inverse_bsum,0,11,11,96,100,0.96,0,96
idea 3+4 integer shadow RCA,idea34_integer4,inverse_bsum,0,12,12,88,100,0.88,0,88
idea 3+4 integer shadow RCA,idea34_integer4,inverse_bsum,0,13,13,90,100,0.9,0,90
idea 3+4 integer shadow RCA,idea34_integer4,inverse_bsum,0,14,14,84,100,0.84,0,84
idea 3+4 integer shadow RCA,idea34_integer4,inverse_bsum,0,15,15,86,100,0.86,0,86
idea 3+4 integer shadow RCA,idea34_integer4,inverse_bsum,1,0,1,92,100,0.92,1,92
idea 3+4 integer shadow RCA,idea34_integer4,inverse_bsum,1,1,2,88,100,0.88,1,88
idea 3+4 integer shadow RCA,idea34_integer4,inverse_bsum,1,2,3,87,100,0.87,1,87
idea 3+4 integer shadow RCA,idea34_integer4,inverse_bsum,1,3,4,93,100,0.93,1,93
idea 3+4 integer shadow RCA,idea34_integer4,inverse_bsum,1,4,5,94,100,0.94,1,94
idea 3+4 integer shadow RCA,idea34_integer4,inverse_bsum,1,5,6,92,100,0.92,1,92
idea 3+4 integer shadow RCA,idea34_integer4,inverse_bsum,1,6,7,85,100,0.85,1,85
idea 3+4 integer shadow RCA,idea34_integer4,inverse_bsum,1,7,8,89,100,0.89,1,89
idea 3+4 integer shadow RCA,idea34_integer4,inverse_bsum,1,8,9,88,100,0.88,1,88
idea 3+4 integer shadow RCA,idea34_integer4,inverse_bsum,1,9,10,91,100,0.91,1,91
idea 3+4 integer shadow RCA,idea34_integer4,inverse_bsum,1,10,11,90,100,0.9,1,90
idea 3+4 integer shadow RCA,idea34_integer4,inverse_bsum,1,11,12,85,100,0.85,1,85
idea 3+4 integer shadow RCA,idea34_integer4,inverse_bsum,1,12,13,94,100,0.94,1,94
idea 3+4 integer shadow RCA,idea34_integer4,inverse_bsum,1,13,14,85,100,0.85,1,85
idea 3+4 integer shadow RCA,idea34_integer4,inverse_bsum,1,14,15,91,100,0.91,1,91
idea 3+4 integer shadow RCA,idea34_integer4,inverse_bsum,1,15,16,90,100,0.9,1,90
idea 3+4 integer shadow RCA,idea34_integer4,inverse_bsum,2,0,2,95,100,0.95,2,95
idea 3+4 integer shadow RCA,idea34_integer4,inverse_bsum,2,1,3,88,100,0.88,2,88
idea 3+4 integer shadow RCA,idea34_integer4,inverse_bsum,2,2,4,88,100,0.88,2,88
idea 3+4 integer shadow RCA,idea34_integer4,inverse_bsum,2,3,5,88,100,0.88,2,88
idea 3+4 integer shadow RCA,idea34_integer4,inverse_bsum,2,4,6,94,100,0.94,2,94
idea 3+4 integer shadow RCA,idea34_integer4,inverse_bsum,2,5,7,89,100,0.89,2,89
idea 3+4 integer shadow RCA,idea34_integer4,inverse_bsum,2,6,8,90,100,0.9,2,90
idea 3+4 integer shadow RCA,idea34_integer4,inverse_bsum,2,7,9,89,100,0.89,2,89
idea 3+4 integer shadow RCA,idea34_integer4,inverse_bsum,2,8,10,84,100,0.84,2,84
idea 3+4 integer shadow RCA,idea34_integer4,inverse_bsum,2,9,11,83,100,0.83,2,83
idea 3+4 integer shadow RCA,idea34_integer4,inverse_bsum,2,10,12,90,100,0.9,2,90
idea 3+4 integer shadow RCA,idea34_integer4,inverse_bsum,2,11,13,89,100,0.89,2,89
idea 3+4 integer shadow RCA,idea34_integer4,inverse_bsum,2,12,14,84,100,0.84,2,84
idea 3+4 integer shadow RCA,idea34_integer4,inverse_bsum,2,13,15,89,100,0.89,2,89
idea 3+4 integer shadow RCA,idea34_integer4,inverse_bsum,2,14,16,92,100,0.92,2,92
idea 3+4 integer shadow RCA,idea34_integer4,inverse_bsum,2,15,17,90,100,0.9,2,90
idea 3+4 integer shadow RCA,idea34_integer4,inverse_bsum,3,0,3,89,100,0.89,3,89
idea 3+4 integer shadow RCA,idea34_integer4,inverse_bsum,3,1,4,86,100,0.86,3,86
idea 3+4 integer shadow RCA,idea34_integer4,inverse_bsum,3,2,5,91,100,0.91,3,91
idea 3+4 integer shadow RCA,idea34_integer4,inverse_bsum,3,3,6,84,100,0.84,3,84
idea 3+4 integer shadow RCA,idea34_integer4,inverse_bsum,3,4,7,88,100,0.88,3,88
idea 3+4 integer shadow RCA,idea34_integer4,inverse_bsum,3,5,8,93,100,0.93,3,93
idea 3+4 integer shadow RCA,idea34_integer4,inverse_bsum,3,6,9,87,100,0.87,3,87
idea 3+4 integer shadow RCA,idea34_integer4,inverse_bsum,3,7,10,93,100,0.93,3,93
idea 3+4 integer shadow RCA,idea34_integer4,inverse_bsum,3,8,11,87,100,0.87,3,87
idea 3+4 integer shadow RCA,idea34_integer4,inverse_bsum,3,9,12,90,100,0.9,3,90
idea 3+4 integer shadow RCA,idea34_integer4,inverse_bsum,3,10,13,90,100,0.9,3,90
idea 3+4 integer shadow RCA,idea34_integer4,inverse_bsum,3,11,14,92,100,0.92,3,92
idea 3+4 integer shadow RCA,idea34_integer4,inverse_bsum,3,12,15,96,100,0.96,3,96
idea 3+4 integer shadow RCA,idea34_integer4,inverse_bsum,3,13,16,92,100,0.92,3,92
idea 3+4 integer shadow RCA,idea34_integer4,inverse_bsum,3,14,17,96,100,0.96,3,96
idea 3+4 integer shadow RCA,idea34_integer4,inverse_bsum,3,15,18,89,100,0.89,3,89
idea 3+4 integer shadow RCA,idea34_integer4,inverse_bsum,4,0,4,86,100,0.86,4,86
idea 3+4 integer shadow RCA,idea34_integer4,inverse_bsum,4,1,5,83,100,0.83,4,83
idea 3+4 integer shadow RCA,idea34_integer4,inverse_bsum,4,2,6,85,100,0.85,4,85
idea 3+4 integer shadow RCA,idea34_integer4,inverse_bsum,4,3,7,92,100,0.92,4,92
idea 3+4 integer shadow RCA,idea34_integer4,inverse_bsum,4,4,8,84,100,0.84,4,84
idea 3+4 integer shadow RCA,idea34_integer4,inverse_bsum,4,5,9,89,100,0.89,4,89
idea 3+4 integer shadow RCA,idea34_integer4,inverse_bsum,4,6,10,86,100,0.86,4,86
idea 3+4 integer shadow RCA,idea34_integer4,inverse_bsum,4,7,11,83,100,0.83,4,83
idea 3+4 integer shadow RCA,idea34_integer4,inverse_bsum,4,8,12,86,100,0.86,4,86
idea 3+4 integer shadow RCA,idea34_integer4,inverse_bsum,4,9,13,90,100,0.9,4,90
idea 3+4 integer shadow RCA,idea34_integer4,inverse_bsum,4,10,14,94,100,0.94,4,94
idea 3+4 integer shadow RCA,idea34_integer4,inverse_bsum,4,11,15,92,100,0.92,4,92
idea 3+4 integer shadow RCA,idea34_integer4,inverse_bsum,4,12,16,92,100,0.92,4,92
idea 3+4 integer shadow RCA,idea34_integer4,inverse_bsum,4,13,17,88,100,0.88,4,88
idea 3+4 integer shadow RCA,idea34_integer4,inverse_bsum,4,14,18,83,100,0.83,4,83
idea 3+4 integer shadow RCA,idea34_integer4,inverse_bsum,4,15,19,96,100,0.96,4,96
idea 3+4 integer shadow RCA,idea34_integer4,inverse_bsum,5,0,5,88,100,0.88,5,88
idea 3+4 integer shadow RCA,idea34_integer4,inverse_bsum,5,1,6,92,100,0.92,5,92
idea 3+4 integer shadow RCA,idea34_integer4,inverse_bsum,5,2,7,96,100,0.96,5,96
idea 3+4 integer shadow RCA,idea34_integer4,inverse_bsum,5,3,8,95,100,0.95,5,95
idea 3+4 integer shadow RCA,idea34_integer4,inverse_bsum,5,4,9,85,100,0.85,5,85
idea 3+4 integer shadow RCA,idea34_integer4,inverse_bsum,5,5,10,89,100,0.89,5,89
idea 3+4 integer shadow RCA,idea34_integer4,inverse_bsum,5,6,11,85,100,0.85,5,85
idea 3+4 integer shadow RCA,idea34_integer4,inverse_bsum,5,7,12,87,100,0.87,5,87
idea 3+4 integer shadow RCA,idea34_integer4,inverse_bsum,5,8,13,92,100,0.92,5,92
